,Date,Ticker,Return,Mkt-RF,SMB,HML,RF,Excess Return
0,2021-02-01,META,-0.002748500939151355,0.0281,0.019799999999999998,0.0711,0.0,-0.002748500939151355
1,2021-03-01,META,0.14327307342675333,0.0316,-0.0233,0.07339999999999999,0.0,0.14327307342675333
2,2021-04-01,META,0.1037246444756994,0.0495,-0.0318,-0.0101,0.0,0.1037246444756994
3,2021-05-01,META,0.011228040963551233,0.003,-0.002,0.0706,0.0,0.011228040963551233
4,2021-06-01,META,0.05773732826089151,0.0274,0.0172,-0.0783,0.0,0.05773732826089151
5,2021-07-01,META,0.024704465699665334,0.0134,-0.038900000000000004,-0.0177,0.0,0.024704465699665334
6,2021-08-01,META,0.06477704586197719,0.029500000000000002,-0.0028000000000000004,-0.0023,0.0,0.06477704586197719
7,2021-09-01,META,-0.10540892420770265,-0.044000000000000004,0.006500000000000001,0.0507,0.0,-0.10540892420770265
8,2021-10-01,META,-0.04661309984319806,0.0663,-0.0223,-0.005,0.0,-0.04661309984319806
9,2021-11-01,META,0.0027506211301757677,-0.0158,-0.0134,-0.0043,0.0,0.0027506211301757677
10,2021-12-01,META,0.03664562238932567,0.0323,-0.016200000000000003,0.032400000000000005,0.0001,0.03654562238932567
11,2022-01-01,META,-0.06864881922290278,-0.0616,-0.0592,0.1292,0.0,-0.06864881922290278
12,2022-02-01,META,-0.3263424050609973,-0.022799999999999997,0.021099999999999997,0.0316,0.0,-0.3263424050609973
13,2022-03-01,META,0.053689085296688255,0.0308,-0.015700000000000002,-0.0187,0.0,0.053689085296688255
14,2022-04-01,META,-0.09844384980025633,-0.0941,-0.0137,0.062,0.0,-0.09844384980025633
15,2022-05-01,META,-0.034070036551990146,-0.0034000000000000002,-0.0182,0.08460000000000001,0.0003,-0.03437003655199015
16,2022-06-01,META,-0.16726914742317456,-0.084,0.0208,-0.0613,0.0006,-0.16786914742317455
17,2022-07-01,META,-0.013333370123618238,0.09570000000000001,0.028399999999999998,-0.0414,0.0008,-0.014133370123618238
18,2022-08-01,META,0.024072875625356316,-0.0377,0.014199999999999999,0.0019,0.0019,0.022172875625356317
19,2022-09-01,META,-0.16724974386789615,-0.0934,-0.0075,0.0005,0.0019,-0.16914974386789616
20,2022-10-01,META,-0.3133842179395093,0.0785,0.0,0.0797,0.0023,-0.31568421793950935
21,2022-11-01,META,0.26771124980000494,0.04650000000000001,-0.035699999999999996,0.0149,0.0029,0.2648112498000049
22,2022-12-01,META,0.018966953542821408,-0.0637,-0.0076,0.013500000000000002,0.0033,0.015666953542821407
23,2023-01-01,META,0.23790933518555057,0.0661,0.050199999999999995,-0.0392,0.0034999999999999996,0.23440933518555057
24,2023-02-01,META,0.17433041482214917,-0.025699999999999997,0.0106,-0.0079,0.0034000000000000002,0.17093041482214916
25,2023-03-01,META,0.21150099782368748,0.0248,-0.0548,-0.0906,0.0036,0.20790099782368748
26,2023-04-01,META,0.13390576575100055,0.0062,-0.0337,-0.0012,0.0034999999999999996,0.13040576575100055
27,2023-05-01,META,0.10153138352745872,0.0034000000000000002,0.016,-0.07780000000000001,0.0036,0.09793138352745871
28,2023-06-01,META,0.0840889730482739,0.0646,0.0148,-0.0014000000000000002,0.004,0.08008897304827389
29,2023-07-01,META,0.110181669965979,0.0321,0.020499999999999997,0.0406,0.0045000000000000005,0.105681669965979
30,2023-08-01,META,-0.07128050549927034,-0.0236,-0.031,-0.0118,0.0045000000000000005,-0.07578050549927035
31,2023-09-01,META,0.014599873916590678,-0.052300000000000006,-0.0248,0.0148,0.0043,0.010299873916590678
32,2023-10-01,META,0.003530906341597806,-0.031400000000000004,-0.0381,0.0023,0.004699999999999999,-0.0011690936584021934
33,2023-11-01,META,0.08590313126136162,0.0888,-0.0012,0.016200000000000003,0.0044,0.08150313126136162
34,2023-12-01,META,0.08195009324149694,0.048499999999999995,0.0629,0.0489,0.0043,0.07765009324149694
35,2024-01-01,META,0.10221487509880567,0.0073,-0.050199999999999995,-0.022400000000000003,0.004699999999999999,0.09751487509880567
36,2024-02-01,META,0.25629267076465934,0.0507,-0.0017000000000000001,-0.0348,0.0042,0.25209267076465935
37,2024-03-01,META,-0.00823210438697275,0.028399999999999998,-0.024700000000000003,0.0415,0.0043,-0.01253210438697275
38,2024-04-01,META,-0.11411100997004064,-0.04650000000000001,-0.0232,-0.004699999999999999,0.004699999999999999,-0.11881100997004064
39,2024-05-01,META,0.08522218718769548,0.0433,0.0062,-0.013600000000000001,0.0044,0.08082218718769547
40,2024-06-01,META,0.08009342758036175,0.027999999999999997,-0.0301,-0.0331,0.0040999999999999995,0.07599342758036176
