,Return (%),Volatility,Sharpe Ratio,MSFT_Weightage,TSLA_Weightage,GFS_Weightage,MU_Weightage,AAPL_Weightage,META_Weightage
0,0.007996175559021493,0.07986502886090883,0.06881830054295117,0.12619616341660506,0.3203301647455944,0.2466353334459286,0.20170977713940116,0.05256834409596097,0.05256021715650978
1,0.028890788751624596,0.09830753098137157,0.2684513433322359,0.018016334562555865,0.26866991651959,0.18645343768874048,0.21962946139099207,0.006384884172841482,0.3008459656652802
2,0.015448991423001924,0.08538936261421422,0.15164642323780958,0.3717905131354456,0.094836164137257,0.0812077547994935,0.08191321958735549,0.13588249097696645,0.23436985736348193
3,0.022922032609509417,0.08604763543792475,0.23733403603219275,0.2025032671489778,0.1365332388008259,0.2868471792668119,0.06539712535188955,0.13696244488349618,0.17175674454799864
4,-0.007860244789283469,0.07725771593694081,-0.13409980690782647,0.17581596674417369,0.3026870337752916,0.07697467550710657,0.1982384898187281,0.22837709944149012,0.017906734713209842
5,0.014694494789321819,0.08240171738860058,0.14798835723063217,0.17036982781386154,0.047818964311505015,0.018241992605539242,0.26608976290550496,0.2707858731607701,0.22669357920281916
6,0.03628175361680211,0.09064291803959432,0.37269049085606093,0.14208483625333332,0.04555843408777579,0.31915542687031423,0.20530587034591188,0.056923830664717304,0.23097160177794746
7,0.010763032578539836,0.08902149255055748,0.09282064748405626,0.012751648242151687,0.33718617523186056,0.09595851145845195,0.2456706729074796,0.11558595329404017,0.19284703886601612
8,0.026125362314579556,0.08576490851400372,0.27546653665143245,0.1268290270701349,0.04288361062470721,0.22492987537979695,0.17981981600036537,0.21795042309272125,0.2075872478322744
9,-0.0021879564046218287,0.09163565888869632,-0.05115864786126518,0.2749209122384188,0.42388779836657003,0.040689814772615615,0.0901150513945611,0.02079599927412662,0.14959042395370784
10,0.030007013628098038,0.08878487658933538,0.30981643141014525,0.1456184992632874,0.10166130059985874,0.31048768623016504,0.13365814113247784,0.10525251353025195,0.20332185924395904
11,-0.003442864275859511,0.07845859311001657,-0.07574523121420595,0.04736122127189736,0.2695989899248623,0.025054667016350923,0.3316688140953231,0.25953277657744256,0.06678353111412369
12,0.005089511956040139,0.08124808019052009,0.03187166945936379,0.0017800860316232881,0.26286865447233865,0.2278595067742138,0.23499962926111392,0.24862340656861368,0.023868716892096756
13,0.021248244111875036,0.08029108518362771,0.23350343402380647,0.15220229160974702,0.04919727321774593,0.36646828093711126,0.26464846066170133,0.1404972181754665,0.026986475398227797
14,0.018008883948889342,0.08232148084549089,0.18839413224353863,0.09247838166903863,0.0967014047643881,0.2169666695399103,0.1895936812313184,0.2638349285482095,0.14042493424713504
15,0.015865880631704472,0.08526167951539464,0.15676304651365872,0.03497251308651941,0.20857159522471055,0.22247362203787796,0.1641322622435433,0.2254511459033556,0.14439886150399306
16,0.019569988080627786,0.10581457677387551,0.1613198162395541,0.2984616117233971,0.24411051735169756,0.014513405529959401,0.06160211752843101,0.017944932646198446,0.36336741522031646
17,0.029259679625948172,0.09326105226222692,0.2869330655921252,0.09993134714729865,0.16167070883687668,0.2885083975645346,0.07924808113051746,0.1304575729871011,0.24018389233367154
18,0.026401406421631596,0.09765482306552867,0.2447539780558836,0.09171852111058505,0.030859003915315947,0.11615291885662955,0.06462891870968053,0.37268871264601927,0.32395192476176954
19,0.011076948364871518,0.08472713217751768,0.10123024519349197,0.16129424773436843,0.22191466166677767,0.20465253282157786,0.047509470836687016,0.22728730409355113,0.13734178284703788
20,0.004340362948403726,0.08687764072527179,0.02118339003039229,0.2897550846174245,0.32156811718326345,0.11411758903715288,0.03949283980971704,0.08179599675248633,0.15327037259995574
21,-0.007531231118566183,0.0789082978175194,-0.1271251743608012,0.28844332385051136,0.30350551202369463,0.002451417409315163,0.18009656517265682,0.14718489466902596,0.0783182868747959
22,0.0328987853527202,0.09428084883170018,0.32242799815034306,0.040695747675805576,0.11462445018599647,0.3201292937656528,0.10973131991479859,0.1761357155004486,0.23868347295729814
23,0.011927139297014958,0.08512012440770898,0.11075100468440081,0.10861851610755244,0.29027759872794123,0.28748923719168784,0.07520900162076884,0.1485313475397182,0.08987429881233149
24,0.03369375882361968,0.08545843561967834,0.36501673120303124,0.16146541460779232,0.02090982976712104,0.3455392047794896,0.28494992286008614,0.029181377220388872,0.15795425076512198
25,-0.00019899330475023,0.07468577919705255,-0.03613798147073151,0.301761380380877,0.07959181108886483,0.04813973230517586,0.16261531216202757,0.3274715545315253,0.08042020953152926
26,0.010161223689180569,0.0827613930497263,0.09257001854206834,0.19770448543322267,0.22402566673576912,0.06989960363792729,0.21420030385541963,0.1081811180585725,0.18598882227908892
27,-0.0004707259045627159,0.07172709645238248,-0.041417066234305105,0.2434597151023287,0.20589334600774714,0.034697538758994964,0.3209991641215587,0.12327286613713448,0.07167736987223584
28,0.014888201650874082,0.09167993749259418,0.13512445568448156,0.01975148306447394,0.2862286068246929,0.32821225157599376,0.008035146161415666,0.24805793389701147,0.10971457847641235
29,0.009570681958360777,0.0779673484510486,0.09068773145209715,0.217122925312015,0.05868032518505139,0.2325244107242452,0.13014980011329683,0.31524199161116956,0.04628054705422204
30,0.03377473893308441,0.08702919522435121,0.3593591650762913,0.10743944252883086,0.03574533760463468,0.29128809263032984,0.27637100741716836,0.08125429143437203,0.2079018283846641
31,0.025128834372235797,0.09461966882035934,0.23915571312342984,0.26073978098961237,0.17714024164548567,0.1689882822169583,0.07716446438397426,0.029705012028870208,0.2862622187350992
32,0.014225589401498227,0.08752239857928858,0.13397244124743385,0.23418961840141092,0.16466327780597723,0.08817821539756515,0.09082587401490046,0.18881372053617038,0.23332929384397585
33,0.021550926496404648,0.09429628697981746,0.2020326261677958,0.256879561546843,0.22583378890841738,0.18591740697637074,0.024364973609420592,0.046803910052394065,0.2602003589065543
34,0.01220063410216561,0.06887418369643548,0.1408457215975346,0.3921378551487458,0.00594712940811563,0.06561498421671258,0.4290430289925122,0.0032729939330841023,0.1039840083008297
35,0.006439428222642277,0.08079534110400054,0.04875811115855562,0.17895703650460346,0.2256458715505352,0.21262232648562077,0.07314033102704265,0.23226104421167212,0.07737339022052585
36,0.01449815908327329,0.08161536675123487,0.14700857890945826,0.0857066302080387,0.19661746207464179,0.17110601812041049,0.22367591985782853,0.17320785882486556,0.14968611091421494
37,0.009327591236865478,0.0890772715001569,0.0766479610554018,0.04008864389244439,0.15736604663409734,0.11349484523875641,0.10441674053378606,0.4164053409200198,0.16822838278089608
38,0.013524894600538438,0.07938870364283203,0.13887233440842148,0.2293146290586978,0.16224413296057508,0.20431877482798597,0.12921078825720517,0.14830223774514664,0.1266094371503894
39,-0.0026666857722063356,0.08938782117645926,-0.05780077984009537,0.09545624055736972,0.3532140318243663,0.13727240334356205,0.011888318076071934,0.3155778317373683,0.08659117446126165
40,0.022305983737141356,0.09088763623493727,0.2179172498880318,0.2280902957441542,0.23135718559794768,0.22188291202079322,0.08977493407817434,0.0037487075921573826,0.22514596496677325
41,0.014351095092981134,0.08047624593146277,0.14726202689765208,0.11004433189067628,0.2484325590954198,0.24765259758451377,0.21922543371169323,0.07567405690071212,0.09897102081698483
42,0.01077403822734041,0.08184447413524167,0.10109464707010275,0.24135195790461658,0.0898677603811948,0.04806208877173196,0.15788894939585926,0.2654600550141891,0.1973691885324082
43,0.026576515907335604,0.07967396407649886,0.3021880006399401,0.1945128319250789,0.03315797670790104,0.20984905409517954,0.3378201993865299,0.04779862221947281,0.1768613156658379
44,0.00878068809201986,0.07551677599267945,0.08316944161690253,0.23901904637686708,0.20180447094466883,0.18988505922146026,0.19137477684443155,0.09793465846479006,0.07998198814778207
45,0.013100641405249542,0.0778729351600163,0.13612741555801045,0.1834185507775348,0.18358902427146329,0.19649713482883058,0.20695984422695698,0.1158811256449918,0.11365432025022265
46,0.00783110305140738,0.07593434277888585,0.0702067451473319,0.19125335780741656,0.15571656636564568,0.16817528889362113,0.1906538134743217,0.21322502574731378,0.08097594771168105
47,0.031081378381255378,0.09358567519115575,0.3054033464296301,0.1795303890483096,0.04492380206436346,0.2764205828891316,0.017180573166737784,0.2225580068208682,0.2593866460105893
48,-0.0021351893258932525,0.09257393608399046,-0.05007013336548464,0.13465194846700743,0.2776453622779412,0.014332728891632902,0.017550723846714404,0.3865578428242729,0.16926139369243115
49,0.011183211383470535,0.0854707215639871,0.10159281710251977,0.05422159360528473,0.22286122744815312,0.32858577888149887,0.09209910931549531,0.2658112543036341,0.036421036445933995
50,0.025841539446450137,0.09330130225762352,0.25017377980426775,0.014923780752798122,0.15343567985354875,0.15611554413695505,0.18406631745490712,0.20966847902824395,0.28179019877354705
51,0.013611263544341213,0.07914253838397645,0.14039559219635606,0.21310921459552642,0.13330419110408911,0.3282227214875024,0.11178928804426934,0.1811907642601215,0.03238382050849122
52,0.010302168486909959,0.08267989294700463,0.09436597229160562,0.008171857808403427,0.31031145064709775,0.26947969783451087,0.22434853910620592,0.1318267183456092,0.05586173625817302
53,0.01630710711666255,0.07963214677210514,0.17338609690099588,0.05992301277831477,0.09585522794577298,0.2103805843260101,0.27372507096876963,0.2528877762311374,0.10722832774999509
54,0.004875866981957329,0.07462246641177026,0.03183849444009508,0.27079403694207554,0.2092631169711978,0.15721146722446522,0.173480315714242,0.11899604803627448,0.07025501511174503
55,-0.018964235830909067,0.09363487045662394,-0.22923335853657537,0.2674442543724795,0.569374000022034,0.010813908103815587,0.08720602072899297,0.03456204094450987,0.030599775828167978
56,0.008708765251229428,0.08367156136403357,0.07420400850674552,0.2762924533564253,0.22726395572789565,0.15314633193463614,0.031597996183052715,0.15877967820344124,0.15291958459454905
57,0.00305317135537521,0.07678180343146572,0.00720445900790755,0.07524607590266465,0.1884831505919502,0.17312698475839078,0.2675508252120838,0.2759110226888135,0.019681940846097094
58,0.005116941116522617,0.07511876145591485,0.034837383708175594,0.11773877874049582,0.1967044868798629,0.15813308551915448,0.26919026206766844,0.20702395147127128,0.05120943532154703
59,0.006173686789379852,0.08913967530370949,0.04121270104320173,0.024839584888300324,0.2261259946182522,0.009331750568874276,0.20618790629755498,0.3309528616669209,0.2025619019600972
60,0.007021047931469513,0.08100433065076833,0.055812422559986065,0.1154273014536112,0.1912899946612464,0.13626736890639687,0.1622461436773299,0.2799566245448835,0.11481256675653208
61,-0.01314173697739474,0.08135837557271075,-0.19225724293641494,0.427064181456866,0.40225408507989235,0.08699147064308858,0.03081774655089363,0.04477642237340369,0.008096093895855614
62,-0.013959041002869588,0.08762399203024163,-0.18783715077931037,0.04639196286357332,0.33550435749031365,0.03496905549382206,0.15668616778349115,0.4150168920703231,0.011431564298476608
63,0.016948667560715766,0.0854954189210807,0.16899931882962144,0.2383131213990878,0.08247058369155644,0.03457497682487314,0.20386498952653118,0.18402840159180212,0.25674792696614934
64,0.01061085053329077,0.09006998742642637,0.09005053475683135,0.20674338129037154,0.22598409466720323,0.07932400774819956,0.04990599420949043,0.21111514745242255,0.2269273746323126
65,0.02000988651889049,0.08504408708069576,0.20589187467290807,0.259083289834456,0.1079270976444768,0.097307591306826,0.20308387671046552,0.08914290158820933,0.2434552429155664
66,0.026696309313442974,0.08700698356796208,0.27809617482650667,0.2259874470390398,0.11293782021915519,0.19767580956988282,0.19864245659188617,0.027148594655643253,0.2376078719243929
67,-0.0037070464260772268,0.07247225402428142,-0.08564721091740282,0.17142761216447347,0.2804096283288066,0.10858996784727096,0.3038430239429841,0.13205264947605508,0.0036771182404097555
68,0.012586182366944839,0.07608509807790566,0.13256449188798197,0.23888143693963623,0.02408562694207808,0.08424963448432701,0.2506700749316626,0.25081391847850765,0.15129930822378845
69,0.015984302757813144,0.087785679097956,0.1536048122697397,0.20205529258977326,0.14340844351780968,0.09376590540223556,0.1051036716412275,0.21506475211870038,0.24060193473025354
70,0.006899722149645994,0.08714035739710542,0.05049006317011205,0.28536567186362166,0.2846587635439129,0.03287996452261605,0.178239410899985,0.020750036719611935,0.19810615245025232
71,0.017655056051299113,0.0998516615729698,0.15177570220225198,0.16342576595871727,0.3285701340242217,0.12988582789717615,0.043330566673591114,0.052926185376825516,0.2818615200694684
72,0.028609222063637245,0.09350035418379239,0.2792419589375533,0.257693964931488,0.04215131342940672,0.035058529718841235,0.29218737772124037,0.030330054592293446,0.3425787596067302
73,0.011163190267831472,0.07187041935026615,0.12053902490273127,0.2712163265379344,0.031240156147088215,0.032580001989831006,0.37889657656894665,0.1437302195368605,0.14233671921933924
74,0.006591945719537191,0.07535668009708667,0.05430103494826583,0.20529452748309435,0.23925326358034868,0.24904125278799005,0.19028604934013996,0.09503454102859117,0.02109036577983574
