Date,0
2022-02-01,-0.04166669041888904
2022-03-01,0.040677810533161565
2022-04-01,-0.11644866637453243
2022-05-01,-0.02644264346702602
2022-06-01,-0.05928397809579401
2022-07-01,0.10786970210527483
2022-08-01,-0.05699615569974989
2022-09-01,-0.11425670926590642
2022-10-01,0.01458360376214535
2022-11-01,0.06432155286241262
2022-12-01,-0.08632827883686461
2023-01-01,0.0769506664849568
2023-02-01,-0.009299425922375756
2023-03-01,0.14905216765135065
2023-04-01,0.052689341640896045
2023-05-01,0.07964318906988463
2023-06-01,0.04064770224603042
2023-07-01,0.020985007087820726
2023-08-01,-0.017340267291828804
2023-09-01,-0.047512031203271465
2023-10-01,0.024653789799382146
2023-11-01,0.10627067158563648
2023-12-01,0.01422784323131742
2024-01-01,0.022785563337304526
2024-02-01,0.01818668442394789
2024-03-01,0.017575946187975727
2024-04-01,-0.02406692170033573
2024-05-01,0.07953171956157756
2024-06-01,0.07762764233603393
2024-07-01,-0.03329727333685569
2024-08-01,-0.0023432615436369763
2024-09-01,0.02654390420906046
2024-10-01,-0.028368229384389543
2024-11-01,0.031181179387061483
2024-12-01,0.038906430450789335
2025-01-01,0.0002061399172975098
2025-02-01,-0.053505941274879495
2025-03-01,-0.0701054588813009
2025-04-01,0.022714017767773993
2025-05-01,0.09184539786240621
